epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,1172.19,1.16816,1.55282,1.50704,0.46788,0.50921,0.45637,0.23914,1.86867,1.94375,2.41555,0.000371375,0.000371375,0.000371375
73,1184.86,1.14232,1.44516,1.48922,0.49483,0.53881,0.50602,0.25874,1.76939,1.73174,2.33452,0.000359,0.000359,0.000359
74,1200.69,1.15066,1.4589,1.48445,0.49539,0.51351,0.48585,0.25668,1.73187,1.72286,2.29674,0.000346625,0.000346625,0.000346625
75,1216.2,1.13715,1.43891,1.50343,0.45229,0.53254,0.47278,0.24196,1.81257,1.88327,2.36028,0.00033425,0.00033425,0.00033425
76,1228.62,1.12698,1.43092,1.47489,0.51196,0.47528,0.45842,0.24052,1.80095,1.90081,2.38661,0.000321875,0.000321875,0.000321875
77,1244.09,1.13532,1.43836,1.47415,0.47478,0.48092,0.45362,0.24852,1.79557,1.82746,2.37746,0.0003095,0.0003095,0.0003095
78,1256.67,1.11822,1.41381,1.47095,0.58607,0.47445,0.5059,0.27364,1.76944,1.76741,2.33276,0.000297125,0.000297125,0.000297125
79,1271.95,1.12156,1.445,1.48,0.50623,0.48936,0.49473,0.25347,1.69776,1.72668,2.26744,0.00028475,0.00028475,0.00028475
80,1284.45,1.04133,1.34151,1.42088,0.56084,0.52021,0.51921,0.28462,1.697,1.71775,2.25274,0.000272375,0.000272375,0.000272375
81,1300.82,1.09768,1.3469,1.45767,0.65067,0.4833,0.53057,0.29203,1.69756,1.70179,2.26346,0.00026,0.00026,0.00026
82,1316.83,1.06585,1.31571,1.43882,0.50189,0.53497,0.51475,0.29207,1.68389,1.61832,2.28167,0.000247625,0.000247625,0.000247625
83,1329.82,1.04563,1.27352,1.4258,0.52771,0.4735,0.4937,0.27764,1.71486,1.74639,2.30399,0.00023525,0.00023525,0.00023525
84,1345.4,1.06097,1.3029,1.42768,0.5892,0.4857,0.51254,0.28628,1.70295,1.71182,2.28244,0.000222875,0.000222875,0.000222875
85,1362.02,1.03311,1.26889,1.38617,0.64413,0.49178,0.53509,0.299,1.67346,1.63173,2.24988,0.0002105,0.0002105,0.0002105
86,1374.99,1.0336,1.28742,1.40494,0.59763,0.48425,0.52679,0.29093,1.64228,1.70001,2.2153,0.000198125,0.000198125,0.000198125
87,1390.58,1.0047,1.27295,1.38763,0.65765,0.45738,0.52025,0.28161,1.70403,1.751,2.30543,0.00018575,0.00018575,0.00018575
88,1402.98,1.00065,1.24352,1.38782,0.5434,0.50594,0.51183,0.2833,1.69726,1.6957,2.30838,0.000173375,0.000173375,0.000173375
89,1415.6,1.00013,1.24916,1.3991,0.49728,0.51355,0.50621,0.27477,1.70419,1.69691,2.34158,0.000161,0.000161,0.000161
90,1428.27,0.9784,1.19905,1.39108,0.51495,0.50928,0.52168,0.26761,1.71117,1.70231,2.36265,0.000148625,0.000148625,0.000148625
91,1442.96,1.03047,1.24896,1.5493,0.53959,0.48009,0.5139,0.27074,1.7521,1.74772,2.37328,0.00013625,0.00013625,0.00013625
92,1458.31,0.95739,1.0745,1.47481,0.50919,0.50722,0.49002,0.25984,1.76898,1.78591,2.38597,0.000123875,0.000123875,0.000123875
93,1471.69,0.90416,0.98876,1.4459,0.53474,0.53491,0.5338,0.30245,1.65864,1.62013,2.26554,0.0001115,0.0001115,0.0001115
94,1485.25,0.87739,0.94029,1.40456,0.65522,0.53401,0.56711,0.3148,1.6677,1.56676,2.26357,9.9125e-05,9.9125e-05,9.9125e-05
95,1502.28,0.82395,0.89816,1.36243,0.63713,0.48276,0.54937,0.31105,1.66936,1.60388,2.27795,8.675e-05,8.675e-05,8.675e-05
96,1521.9,0.83443,0.87675,1.36872,0.71295,0.4545,0.55351,0.31274,1.65821,1.61761,2.277,7.4375e-05,7.4375e-05,7.4375e-05
97,1534.71,0.76068,0.82453,1.31418,0.6442,0.50872,0.56386,0.30991,1.66675,1.62711,2.28506,6.2e-05,6.2e-05,6.2e-05
98,1550.19,0.80557,0.89727,1.36465,0.64184,0.50723,0.56438,0.31627,1.66012,1.63482,2.2579,4.9625e-05,4.9625e-05,4.9625e-05
99,1565.52,0.78471,0.79834,1.31661,0.70125,0.45968,0.57182,0.32322,1.63651,1.62318,2.24046,3.725e-05,3.725e-05,3.725e-05
100,1578.58,0.74493,0.79836,1.31198,0.62746,0.49896,0.56523,0.31868,1.63275,1.61328,2.24654,2.4875e-05,2.4875e-05,2.4875e-05
